In time 263:	247 flows created	0 flows accepted	2262 group accepted	247 flows refused	0 flows deleted	60630 in switches	
In time 264:	247 flows created	0 flows accepted	2262 group accepted	247 flows refused	0 flows deleted	60630 in switches	
In time 265:	247 flows created	0 flows accepted	2262 group accepted	247 flows refused	0 flows deleted	60630 in switches	
In time 266:	249 flows created	0 flows accepted	2262 group accepted	249 flows refused	0 flows deleted	60630 in switches	
In time 267:	245 flows created	0 flows accepted	2262 group accepted	245 flows refused	0 flows deleted	60630 in switches	
In time 268:	245 flows created	0 flows accepted	2262 group accepted	245 flows refused	0 flows deleted	60630 in switches	
In time 269:	245 flows created	0 flows accepted	2262 group accepted	245 flows refused	0 flows deleted	60630 in switches	
In time 270:	245 flows created	0 flows accepted	2262 group accepted	245 flows refused	0 flows deleted	60630 in switches	
In time 271:	245 flows created	0 flows accepted	2262 group accepted	245 flows refused	0 flows deleted	60630 in switches	
In time 272:	243 flows created	0 flows accepted	2262 group accepted	243 flows refused	0 flows deleted	60630 in switches	
In time 273:	245 flows created	0 flows accepted	2262 group accepted	245 flows refused	0 flows deleted	60630 in switches	
