59.501400	0.001234
107.389359	0.002224
151.218491	0.003050
188.991592	0.004122
220.663864	0.004748
246.753494	0.005348
267.876740	0.005710
284.977600	0.005873
296.719879	0.006086
302.095245	0.006164
302.336121	0.006304
302.787109	0.006253
301.918762	0.006209
301.044830	0.006275
301.820740	0.006231
301.366943	0.006265
301.960785	0.006217
301.246490	0.006166
299.792725	0.006228
300.246490	0.006209
301.644257	0.006263
301.588226	0.006153
301.697479	0.006231
302.232483	0.006173
302.809509	0.006440
302.352936	0.006350
302.347351	0.006316
301.943970	0.006300
302.128845	0.006098
302.375336	0.006237
301.904755	0.006274
301.369751	0.006296
302.028015	0.006259
302.310913	0.006255
301.705872	0.006112
301.366943	0.006030
301.075623	0.005982
301.865540	0.006013
301.352936	0.006256
300.910370	0.006259
301.243683	0.006248
300.179260	0.006275
299.907562	0.006268
299.215698	0.006457
300.243683	0.006408
300.479004	0.006464
300.955170	0.006332
300.971985	0.006349
301.238098	0.006248
300.742310	0.006191
302.142853	0.006101
298.089630	0.006046
248.151260	0.004970
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
4936824832.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
