0	0	1	6	2000	1
1	1	0	6	2000	1
2	0	2	6	2000	1
3	2	0	6	2000	1
4	0	3	12	1000	1
5	3	0	12	1000	1
6	0	4	12	1000	1
7	4	0	12	1000	1
8	0	5	6	2000	1
9	5	0	6	2000	1
10	0	6	6	2000	1
11	6	0	6	2000	1
12	0	7	6	2000	1
13	7	0	6	2000	1
14	0	8	6	2000	1
15	8	0	6	2000	1
16	0	9	12	1000	1
17	9	0	12	1000	1
18	0	10	6	2000	1
19	10	0	6	2000	1
20	0	11	6	2000	1
21	11	0	6	2000	1
22	0	12	12	1000	1
23	12	0	12	1000	1
24	0	13	12	1000	1
25	13	0	12	1000	1
26	0	14	12	1000	1
27	14	0	12	1000	1
28	0	15	12	1000	1
29	15	0	12	1000	1
30	0	16	12	1000	1
31	16	0	12	1000	1
32	0	17	12	1000	1
33	17	0	12	1000	1
34	0	18	6	2000	1
35	18	0	6	2000	1
36	0	19	12	1000	1
37	19	0	12	1000	1
38	0	20	12	1000	1
39	20	0	12	1000	1
40	0	21	12	1000	1
41	21	0	12	1000	1
42	0	22	12	1000	1
43	22	0	12	1000	1
44	0	23	6	2000	1
45	23	0	6	2000	1
46	0	24	6	2000	1
47	24	0	6	2000	1
48	0	25	12	1000	1
49	25	0	12	1000	1
50	0	26	6	2000	1
51	26	0	6	2000	1
52	0	27	12	1000	1
53	27	0	12	1000	1
54	0	28	12	1000	1
55	28	0	12	1000	1
56	0	29	12	1000	1
57	29	0	12	1000	1
58	0	30	4	3000	1
59	30	0	4	3000	1
60	0	31	3	4000	1
61	31	0	3	4000	1
62	0	32	4	3000	1
63	32	0	4	3000	1
64	0	33	4	3000	1
65	33	0	4	3000	1
66	0	34	3	4000	1
67	34	0	3	4000	1
68	0	35	12	1000	1
69	35	0	12	1000	1
70	0	36	12	1000	1
71	36	0	12	1000	1
72	0	37	6	2000	1
73	37	0	6	2000	1
74	0	38	12	1000	1
75	38	0	12	1000	1
76	0	39	12	1000	1
77	39	0	12	1000	1
78	0	40	12	1000	1
79	40	0	12	1000	1
80	0	41	12	1000	1
81	41	0	12	1000	1
82	0	42	12	1000	1
83	42	0	12	1000	1
84	0	43	6	2000	1
85	43	0	6	2000	1
86	0	44	12	1000	1
87	44	0	12	1000	1
88	0	45	6	2000	1
89	45	0	6	2000	1
90	0	46	12	1000	1
91	46	0	12	1000	1
92	0	47	12	1000	1
93	47	0	12	1000	1
94	0	48	12	1000	1
95	48	0	12	1000	1
96	0	49	6	2000	1
97	49	0	6	2000	1
98	0	50	6	2000	1
99	50	0	6	2000	1
100	0	51	12	1000	1
101	51	0	12	1000	1
102	0	52	6	2000	1
103	52	0	6	2000	1
104	0	53	12	1000	1
105	53	0	12	1000	1
106	0	54	12	1000	1
107	54	0	12	1000	1
108	0	55	12	1000	1
109	55	0	12	1000	1
110	0	56	12	1000	1
111	56	0	12	1000	1
112	0	57	12	1000	1
113	57	0	12	1000	1
114	0	58	12	1000	1
115	58	0	12	1000	1
116	0	59	12	1000	1
117	59	0	12	1000	1
118	0	60	12	1000	1
119	60	0	12	1000	1
120	0	61	12	1000	1
121	61	0	12	1000	1
122	0	62	12	1000	1
123	62	0	12	1000	1
124	0	63	12	1000	1
125	63	0	12	1000	1
126	0	64	12	1000	1
127	64	0	12	1000	1
128	0	65	12	1000	1
129	65	0	12	1000	1
130	0	66	12	1000	1
131	66	0	12	1000	1
132	0	67	12	1000	1
133	67	0	12	1000	1
134	25	68	12	1000	1
135	68	25	12	1000	1
136	25	41	12	1000	1
137	41	25	12	1000	1
138	69	70	12	1000	1
139	70	69	12	1000	1
140	71	34	12	1000	1
141	34	71	12	1000	1
142	71	72	12	1000	1
143	72	71	12	1000	1
144	73	74	12	1000	1
145	74	73	12	1000	1
146	73	75	12	1000	1
147	75	73	12	1000	1
148	76	77	12	1000	1
149	77	76	12	1000	1
150	78	66	12	1000	1
151	66	78	12	1000	1
152	78	67	12	1000	1
153	67	78	12	1000	1
154	79	41	12	1000	1
155	41	79	12	1000	1
156	80	31	12	1000	1
157	31	80	12	1000	1
158	81	68	12	1000	1
159	68	81	12	1000	1
160	81	82	12	1000	1
161	82	81	12	1000	1
162	83	66	12	1000	1
163	66	83	12	1000	1
164	83	67	12	1000	1
165	67	83	12	1000	1
166	84	68	12	1000	1
167	68	84	12	1000	1
168	84	65	12	1000	1
169	65	84	12	1000	1
170	84	85	12	1000	1
171	85	84	12	1000	1
172	86	87	12	1000	1
173	87	86	12	1000	1
174	86	41	12	1000	1
175	41	86	12	1000	1
176	86	88	12	1000	1
177	88	86	12	1000	1
178	89	68	12	1000	1
179	68	89	12	1000	1
180	89	90	12	1000	1
181	90	89	12	1000	1
182	91	37	12	1000	1
183	37	91	12	1000	1
184	92	68	12	1000	1
185	68	92	12	1000	1
186	50	88	12	1000	1
187	88	50	12	1000	1
188	3	31	6	2000	1
189	31	3	6	2000	1
190	3	39	12	1000	1
191	39	3	12	1000	1
192	3	93	12	1000	1
193	93	3	12	1000	1
194	23	22	12	1000	1
195	22	23	12	1000	1
196	94	66	12	1000	1
197	66	94	12	1000	1
198	95	68	12	1000	1
199	68	95	12	1000	1
200	95	60	12	1000	1
201	60	95	12	1000	1
202	95	96	12	1000	1
203	96	95	12	1000	1
204	97	65	12	1000	1
205	65	97	12	1000	1
206	98	41	12	1000	1
207	41	98	12	1000	1
208	99	31	12	1000	1
209	31	99	12	1000	1
210	99	68	12	1000	1
211	68	99	12	1000	1
212	100	70	12	1000	1
213	70	100	12	1000	1
214	29	66	12	1000	1
215	66	29	12	1000	1
216	101	31	12	1000	1
217	31	101	12	1000	1
218	102	16	12	1000	1
219	16	102	12	1000	1
220	102	41	12	1000	1
221	41	102	12	1000	1
222	103	34	12	1000	1
223	34	103	12	1000	1
224	103	104	12	1000	1
225	104	103	12	1000	1
226	105	106	12	1000	1
227	106	105	12	1000	1
228	107	41	12	1000	1
229	41	107	12	1000	1
230	40	108	6	2000	1
231	108	40	6	2000	1
232	40	109	12	1000	1
233	109	40	12	1000	1
234	40	110	6	2000	1
235	110	40	6	2000	1
236	40	31	6	2000	1
237	31	40	6	2000	1
238	40	33	6	2000	1
239	33	40	6	2000	1
240	40	111	12	1000	1
241	111	40	12	1000	1
242	112	113	12	1000	1
243	113	112	12	1000	1
244	112	114	12	1000	1
245	114	112	12	1000	1
246	112	115	12	1000	1
247	115	112	12	1000	1
248	116	37	12	1000	1
249	37	116	12	1000	1
250	117	31	12	1000	1
251	31	117	12	1000	1
252	118	31	12	1000	1
253	31	118	12	1000	1
254	118	32	12	1000	1
255	32	118	12	1000	1
256	118	119	12	1000	1
257	119	118	12	1000	1
258	120	121	12	1000	1
259	121	120	12	1000	1
260	120	31	12	1000	1
261	31	120	12	1000	1
262	122	68	12	1000	1
263	68	122	12	1000	1
264	122	36	12	1000	1
265	36	122	12	1000	1
266	122	39	12	1000	1
267	39	122	12	1000	1
268	123	124	12	1000	1
269	124	123	12	1000	1
270	123	32	12	1000	1
271	32	123	12	1000	1
272	123	34	12	1000	1
273	34	123	12	1000	1
274	123	39	12	1000	1
275	39	123	12	1000	1
276	115	68	6	2000	1
277	68	115	6	2000	1
278	125	60	12	1000	1
279	60	125	12	1000	1
280	126	127	12	1000	1
281	127	126	12	1000	1
282	126	68	12	1000	1
283	68	126	12	1000	1
284	126	128	12	1000	1
285	128	126	12	1000	1
286	126	129	12	1000	1
287	129	126	12	1000	1
288	130	31	12	1000	1
289	31	130	12	1000	1
290	130	68	12	1000	1
291	68	130	12	1000	1
292	75	131	12	1000	1
293	131	75	12	1000	1
294	75	34	12	1000	1
295	34	75	12	1000	1
296	75	39	12	1000	1
297	39	75	12	1000	1
298	75	41	12	1000	1
299	41	75	12	1000	1
300	75	132	6	2000	1
301	132	75	6	2000	1
302	133	134	12	1000	1
303	134	133	12	1000	1
304	133	65	12	1000	1
305	65	133	12	1000	1
306	135	34	12	1000	1
307	34	135	12	1000	1
308	135	87	12	1000	1
309	87	135	12	1000	1
310	136	66	12	1000	1
311	66	136	12	1000	1
312	136	67	12	1000	1
313	67	136	12	1000	1
314	137	31	12	1000	1
315	31	137	12	1000	1
316	137	33	12	1000	1
317	33	137	12	1000	1
318	68	7	12	1000	1
319	7	68	12	1000	1
320	68	138	12	1000	1
321	138	68	12	1000	1
322	68	139	12	1000	1
323	139	68	12	1000	1
324	68	140	12	1000	1
325	140	68	12	1000	1
326	68	141	12	1000	1
327	141	68	12	1000	1
328	68	142	6	2000	1
329	142	68	6	2000	1
330	68	121	12	1000	1
331	121	68	12	1000	1
332	68	143	12	1000	1
333	143	68	12	1000	1
334	68	144	12	1000	1
335	144	68	12	1000	1
336	68	21	12	1000	1
337	21	68	12	1000	1
338	68	145	12	1000	1
339	145	68	12	1000	1
340	68	146	12	1000	1
341	146	68	12	1000	1
342	68	147	12	1000	1
343	147	68	12	1000	1
344	68	148	12	1000	1
345	148	68	12	1000	1
346	68	149	6	2000	1
347	149	68	6	2000	1
348	68	150	12	1000	1
349	150	68	12	1000	1
350	68	106	12	1000	1
351	106	68	12	1000	1
352	68	41	3	4000	1
353	41	68	3	4000	1
354	68	151	12	1000	1
355	151	68	12	1000	1
356	68	152	12	1000	1
357	152	68	12	1000	1
358	68	153	4	3000	1
359	153	68	4	3000	1
360	68	154	12	1000	1
361	154	68	12	1000	1
362	68	88	12	1000	1
363	88	68	12	1000	1
364	68	74	12	1000	1
365	74	68	12	1000	1
366	68	155	12	1000	1
367	155	68	12	1000	1
368	68	156	12	1000	1
369	156	68	12	1000	1
370	68	157	12	1000	1
371	157	68	12	1000	1
372	68	70	12	1000	1
373	70	68	12	1000	1
374	68	129	12	1000	1
375	129	68	12	1000	1
376	68	77	12	1000	1
377	77	68	12	1000	1
378	68	158	12	1000	1
379	158	68	12	1000	1
380	68	64	4	3000	1
381	64	68	4	3000	1
382	68	65	6	2000	1
383	65	68	6	2000	1
384	68	159	6	2000	1
385	159	68	6	2000	1
386	68	67	12	1000	1
387	67	68	12	1000	1
388	68	119	12	1000	1
389	119	68	12	1000	1
390	160	85	12	1000	1
391	85	160	12	1000	1
392	160	159	12	1000	1
393	159	160	12	1000	1
394	150	60	6	2000	1
395	60	150	6	2000	1
396	48	161	6	2000	1
397	161	48	6	2000	1
398	48	31	6	2000	1
399	31	48	6	2000	1
400	48	32	12	1000	1
401	32	48	12	1000	1
402	48	33	12	1000	1
403	33	48	12	1000	1
404	48	34	12	1000	1
405	34	48	12	1000	1
406	48	36	12	1000	1
407	36	48	12	1000	1
408	48	38	12	1000	1
409	38	48	12	1000	1
410	48	39	12	1000	1
411	39	48	12	1000	1
412	48	41	12	1000	1
413	41	48	12	1000	1
414	48	47	12	1000	1
415	47	48	12	1000	1
416	48	162	6	2000	1
417	162	48	6	2000	1
418	48	163	6	2000	1
419	163	48	6	2000	1
420	129	34	6	2000	1
421	34	129	6	2000	1
422	129	128	6	2000	1
423	128	129	6	2000	1
424	164	33	12	1000	1
425	33	164	12	1000	1
426	165	36	12	1000	1
427	36	165	12	1000	1
428	165	38	12	1000	1
429	38	165	12	1000	1
430	165	41	12	1000	1
431	41	165	12	1000	1
432	165	128	4	3000	1
433	128	165	4	3000	1
434	143	166	6	2000	1
435	166	143	6	2000	1
436	143	32	6	2000	1
437	32	143	6	2000	1
438	144	20	12	1000	1
439	20	144	12	1000	1
440	144	41	4	3000	1
441	41	144	4	3000	1
442	167	168	12	1000	1
443	168	167	12	1000	1
444	155	169	12	1000	1
445	169	155	12	1000	1
446	134	36	12	1000	1
447	36	134	12	1000	1
448	134	41	12	1000	1
449	41	134	12	1000	1
450	134	61	12	1000	1
451	61	134	12	1000	1
452	134	170	12	1000	1
453	170	134	12	1000	1
454	171	172	12	1000	1
455	172	171	12	1000	1
456	171	39	12	1000	1
457	39	171	12	1000	1
458	171	96	12	1000	1
459	96	171	12	1000	1
460	146	173	12	1000	1
461	173	146	12	1000	1
462	146	34	12	1000	1
463	34	146	12	1000	1
464	146	41	12	1000	1
465	41	146	12	1000	1
466	146	44	12	1000	1
467	44	146	12	1000	1
468	146	96	12	1000	1
469	96	146	12	1000	1
470	174	175	12	1000	1
471	175	174	12	1000	1
472	176	177	12	1000	1
473	177	176	12	1000	1
474	172	96	6	2000	1
475	96	172	6	2000	1
476	178	179	12	1000	1
477	179	178	12	1000	1
478	178	180	12	1000	1
479	180	178	12	1000	1
480	178	157	12	1000	1
481	157	178	12	1000	1
482	38	181	6	2000	1
483	181	38	6	2000	1
484	38	19	12	1000	1
485	19	38	12	1000	1
486	38	182	6	2000	1
487	182	38	6	2000	1
488	38	183	12	1000	1
489	183	38	12	1000	1
